label,finalScore,finalCash,buildingsPlaced,tilesUsed,serviceShare,housingShare,commercialShare,cashReserve,housingSizeBias,industryAppetite,damPolicy,drainagePolicy,olympicsIntent,slumUpgrades,expansionTiming,twistOrder,treasureTile,treasureHit,preparedFlood,pandemicMet,olympicsQualified,industryPowerShare,industryWaterShare
random,1146,131.3,135,135,0.329,0.230,0.311,0.130,large,small,never,partial,committed,3,late,immigration|flood|pandemic,3,15,false,true,true,true,0.000,0.083
random,1110,100.0,119,119,0.326,0.223,0.306,0.145,large,medium,early,full,opportunistic,0,late,immigration|flood|pandemic,11,3,false,true,false,true,0.000,0.000
random,2657,279.5,78,78,0.496,0.062,0.154,0.288,mixed,large,never,none,opportunistic,3,year0,immigration|flood|pandemic,9,1,false,false,false,true,0.000,0.000
random,1693,115.5,66,66,0.629,0.071,0.053,0.247,mixed,large,never,none,opportunistic,2,spread,pandemic|flood|immigration,6,13,false,false,false,false,0.000,0.000
random,1053,140.8,68,68,0.455,0.152,0.092,0.301,medium,medium,after-flood,none,committed,4,spread,immigration|flood|pandemic,4,1,true,true,false,false,0.000,0.000
random,1178,174.5,89,89,0.513,0.210,0.218,0.059,large,small,after-flood,none,opportunistic,2,year0,pandemic|immigration|flood,1,4,true,true,false,true,0.000,0.000
random,1631,35.3,140,140,0.498,0.164,0.313,0.026,small,medium,never,full,committed,0,year0,pandemic|flood|immigration,4,9,true,true,false,true,0.000,0.083
random,1219,86.0,134,134,0.359,0.263,0.269,0.110,medium,none,never,partial,committed,1,late,pandemic|immigration|flood,11,8,false,true,false,true,0.000,0.000
random,1620,1316.0,108,108,0.461,0.002,0.239,0.298,medium,medium,early,full,committed,0,year0,flood|immigration|pandemic,0,11,false,true,false,true,0.200,0.167
random,1527,88.0,122,122,0.454,0.157,0.214,0.176,mixed,none,after-flood,full,opportunistic,1,year0,pandemic|flood|immigration,11,10,false,true,false,true,0.000,0.000
random,2108,364.5,100,100,0.581,0.090,0.029,0.301,small,medium,never,full,ignore,4,late,flood|immigration|pandemic,3,15,false,true,true,false,0.000,0.000
random,-270,193.0,72,72,0.425,0.433,0.065,0.077,small,none,after-flood,none,committed,2,year0,pandemic|immigration|flood,9,10,false,true,false,false,0.000,0.000
random,683,79.3,94,94,0.224,0.361,0.329,0.086,small,large,never,none,committed,4,late,pandemic|immigration|flood,2,1,true,false,false,true,0.000,0.000
random,-210,35.0,100,100,0.419,0.320,0.228,0.033,medium,small,never,full,ignore,1,year0,immigration|flood|pandemic,6,9,false,true,false,false,0.000,0.000
random,-473,56.8,80,80,0.450,0.200,0.294,0.056,medium,none,after-flood,none,opportunistic,1,spread,pandemic|immigration|flood,1,2,true,false,false,true,0.000,0.000
random,153,166.5,97,97,0.299,0.186,0.229,0.286,small,small,never,none,ignore,1,spread,flood|pandemic|immigration,8,13,false,false,false,false,0.000,0.000
random,1966,33.5,114,114,0.552,0.163,0.175,0.109,medium,small,never,partial,ignore,1,late,immigration|flood|pandemic,0,0,true,true,false,false,0.000,0.167
random,-2825,0.8,112,112,0.343,0.419,0.166,0.072,medium,none,never,full,committed,0,spread,immigration|flood|pandemic,8,11,true,true,false,true,0.000,0.000
random,2106,23.8,137,137,0.292,0.395,0.282,0.031,small,small,never,full,ignore,4,late,flood|immigration|pandemic,11,14,false,true,true,true,0.000,0.083
random,-61,103.0,61,61,0.405,0.250,0.047,0.297,mixed,large,after-flood,none,committed,3,spread,immigration|pandemic|flood,5,14,false,true,false,false,0.000,0.000
random,1202,254.8,68,68,0.289,0.238,0.284,0.189,medium,medium,early,none,ignore,3,year0,pandemic|flood|immigration,4,3,true,true,false,false,0.000,0.093
random,1064,192.8,134,134,0.184,0.178,0.449,0.188,mixed,none,after-flood,partial,committed,2,late,pandemic|flood|immigration,0,14,true,true,false,true,0.000,0.000
random,-1931,219.3,92,92,0.214,0.219,0.312,0.256,large,small,early,none,opportunistic,4,spread,pandemic|immigration|flood,9,2,true,true,false,false,0.000,0.000
random,1289,65.0,116,116,0.501,0.258,0.181,0.060,mixed,small,after-flood,full,opportunistic,4,year0,pandemic|immigration|flood,2,6,true,true,false,true,0.000,0.000
random,2482,329.8,124,124,0.557,0.041,0.334,0.068,mixed,medium,after-flood,full,committed,4,spread,immigration|pandemic|flood,10,13,true,true,false,true,0.000,0.083
random,599,69.3,120,120,0.273,0.073,0.535,0.119,small,large,early,partial,opportunistic,0,year0,flood|immigration|pandemic,10,8,false,true,false,true,0.000,0.185
random,194,5.5,92,92,0.352,0.257,0.292,0.098,mixed,large,after-flood,partial,ignore,1,year0,flood|pandemic|immigration,4,8,true,true,false,false,0.000,0.019
random,-3115,157.3,65,65,0.229,0.440,0.053,0.278,medium,medium,after-flood,none,committed,3,spread,pandemic|immigration|flood,4,5,false,true,false,false,0.000,0.000
random,784,73.8,104,104,0.377,0.294,0.083,0.247,small,large,never,full,ignore,3,year0,pandemic|flood|immigration,6,11,false,true,false,false,0.000,0.000
random,-578,342.3,61,61,0.260,0.403,0.084,0.252,mixed,small,after-flood,none,ignore,3,year0,immigration|flood|pandemic,7,0,true,true,false,false,0.000,0.000
random,-872,162.5,54,54,0.334,0.248,0.090,0.327,medium,small,never,none,committed,4,spread,immigration|flood|pandemic,8,13,false,false,false,false,0.000,0.007
random,-890,40.5,68,68,0.514,0.289,0.197,0.000,medium,large,after-flood,none,ignore,1,spread,flood|immigration|pandemic,11,13,false,false,false,false,0.000,0.000
random,951,37.0,102,102,0.450,0.201,0.165,0.184,mixed,large,early,partial,committed,3,spread,pandemic|flood|immigration,8,7,false,true,false,false,0.000,0.000
random,-156,96.8,123,123,0.338,0.291,0.343,0.028,mixed,medium,never,partial,committed,4,year0,immigration|pandemic|flood,10,9,false,true,false,false,0.000,0.000
random,-346,259.5,108,108,0.236,0.267,0.292,0.205,medium,none,never,partial,committed,3,year0,immigration|flood|pandemic,3,14,false,true,false,true,0.000,0.000
random,1573,79.3,128,128,0.378,0.362,0.095,0.164,medium,small,after-flood,full,opportunistic,3,late,immigration|pandemic|flood,0,6,true,true,true,true,0.000,0.000
random,1871,331.0,102,102,0.382,0.019,0.425,0.174,medium,none,after-flood,none,opportunistic,2,year0,pandemic|immigration|flood,11,13,false,true,false,true,0.000,0.000
random,141,137.3,130,130,0.259,0.273,0.276,0.192,large,none,never,full,committed,0,late,immigration|pandemic|flood,0,11,true,true,false,true,0.000,0.000
random,-134,324.5,77,77,0.284,0.152,0.248,0.316,large,medium,early,none,committed,2,spread,flood|immigration|pandemic,11,7,false,true,false,true,0.000,0.085
random,-394,88.8,78,78,0.383,0.338,0.113,0.167,small,none,early,none,opportunistic,2,spread,flood|pandemic|immigration,6,11,false,true,false,false,0.000,0.000
random,-196,70.3,54,54,0.461,0.323,0.209,0.007,large,large,never,none,ignore,4,spread,immigration|flood|pandemic,8,0,false,false,false,false,0.000,0.000
random,311,217.3,84,84,0.326,0.184,0.402,0.088,mixed,small,early,none,opportunistic,4,year0,immigration|pandemic|flood,1,12,true,true,false,true,0.000,0.053
random,2475,9.5,125,125,0.584,0.208,0.168,0.040,large,none,never,partial,committed,4,late,flood|pandemic|immigration,8,12,true,true,true,true,0.000,0.000
random,740,396.5,92,92,0.348,0.194,0.190,0.268,small,medium,early,none,opportunistic,0,year0,immigration|pandemic|flood,7,10,true,true,false,true,0.000,0.000
random,1312,140.8,120,120,0.318,0.266,0.140,0.275,small,large,early,full,committed,3,late,immigration|pandemic|flood,4,6,true,true,true,false,0.000,0.000
random,-2496,66.0,107,107,0.183,0.380,0.233,0.205,medium,none,early,full,committed,4,spread,flood|immigration|pandemic,2,3,true,true,false,true,0.000,0.000
random,1656,137.8,91,91,0.495,0.125,0.171,0.210,small,none,after-flood,none,committed,2,spread,pandemic|flood|immigration,0,10,false,true,false,true,0.000,0.000
random,648,529.5,93,93,0.240,0.225,0.248,0.287,small,none,early,none,opportunistic,0,year0,pandemic|flood|immigration,3,6,true,true,false,true,0.000,0.000
random,1510,11.0,113,113,0.586,0.258,0.045,0.110,small,medium,early,full,committed,1,late,flood|immigration|pandemic,4,12,false,true,false,false,0.000,0.000
random,-1527,169.0,51,51,0.438,0.240,0.072,0.250,large,small,never,none,opportunistic,1,spread,immigration|pandemic|flood,4,1,false,false,false,false,0.000,0.000
random,1817,155.3,80,80,0.466,0.198,0.221,0.115,large,small,never,none,opportunistic,4,late,immigration|flood|pandemic,7,1,true,false,false,true,0.000,0.083
random,634,42.3,132,132,0.363,0.220,0.226,0.191,mixed,none,never,partial,committed,1,spread,immigration|pandemic|flood,5,11,false,true,false,true,0.000,0.000
random,-909,23.5,132,132,0.260,0.343,0.329,0.068,small,none,early,full,committed,0,spread,immigration|flood|pandemic,3,6,true,true,false,true,0.000,0.000
random,-2778,78.0,77,77,0.308,0.440,0.075,0.177,mixed,medium,early,partial,ignore,2,spread,flood|immigration|pandemic,3,7,true,true,false,false,0.000,0.000
random,-136,25.8,98,98,0.445,0.288,0.096,0.171,mixed,none,after-flood,full,ignore,0,year0,pandemic|immigration|flood,9,1,true,true,false,false,0.000,0.000
random,2232,255.8,138,138,0.383,0.133,0.286,0.198,mixed,small,early,partial,opportunistic,4,late,immigration|pandemic|flood,6,5,false,true,true,true,0.000,0.200
random,1753,95.5,90,90,0.515,0.166,0.311,0.008,small,small,after-flood,none,opportunistic,3,year0,immigration|flood|pandemic,8,2,true,true,false,true,0.000,0.070
random,403,173.5,85,85,0.305,0.313,0.241,0.142,medium,large,after-flood,none,opportunistic,2,late,pandemic|immigration|flood,3,1,true,true,false,true,0.000,0.000
random,1846,527.5,77,77,0.623,0.105,0.082,0.190,mixed,large,after-flood,none,ignore,1,late,pandemic|flood|immigration,2,12,false,true,false,false,0.000,0.000
random,760,11.0,106,106,0.397,0.296,0.119,0.188,large,medium,early,partial,opportunistic,2,late,flood|pandemic|immigration,9,13,false,true,false,false,0.000,0.000
random,-179,9.8,100,100,0.591,0.364,0.015,0.029,small,small,early,full,ignore,1,spread,pandemic|flood|immigration,11,11,false,true,false,false,0.000,0.000
random,-801,78.0,69,69,0.344,0.318,0.074,0.265,medium,small,early,partial,committed,4,spread,pandemic|flood|immigration,10,0,false,true,false,false,0.000,0.000
random,613,105.8,94,94,0.388,0.168,0.309,0.136,small,none,after-flood,none,opportunistic,2,spread,flood|pandemic|immigration,9,6,false,true,false,true,0.000,0.000
random,-2772,75.5,61,61,0.388,0.359,0.102,0.152,large,small,never,none,committed,1,spread,flood|pandemic|immigration,8,14,false,false,false,false,0.000,0.000
random,-880,283.5,104,104,0.274,0.320,0.176,0.230,mixed,medium,early,full,committed,2,year0,pandemic|flood|immigration,2,11,false,true,false,true,0.000,0.000
random,268,34.0,93,93,0.563,0.278,0.096,0.063,mixed,none,after-flood,partial,opportunistic,2,year0,pandemic|flood|immigration,7,13,false,true,false,false,0.000,0.000
random,445,8.8,124,124,0.405,0.283,0.199,0.113,small,medium,never,full,committed,2,spread,flood|pandemic|immigration,0,0,false,true,false,true,0.000,0.106
random,1787,47.8,103,103,0.467,0.166,0.167,0.200,small,none,early,partial,ignore,1,year0,pandemic|flood|immigration,10,15,false,true,false,false,0.000,0.000
random,26,1.3,88,88,0.436,0.275,0.261,0.028,medium,small,never,partial,ignore,3,spread,pandemic|immigration|flood,0,10,false,true,false,false,0.000,0.000
random,414,37.3,88,88,0.447,0.143,0.408,0.003,medium,small,after-flood,none,opportunistic,4,spread,pandemic|flood|immigration,0,3,true,false,false,true,0.000,0.087
random,239,130.8,101,101,0.220,0.198,0.338,0.243,small,small,early,partial,ignore,3,spread,pandemic|flood|immigration,1,0,true,true,false,false,0.000,0.000
random,306,302.8,101,101,0.279,0.097,0.445,0.178,small,none,never,none,opportunistic,0,year0,immigration|pandemic|flood,9,0,false,false,false,false,0.000,0.000
random,2340,311.0,114,114,0.459,0.053,0.211,0.278,medium,small,never,partial,ignore,3,year0,pandemic|immigration|flood,10,5,false,true,false,false,0.000,0.111
random,1150,7.5,100,100,0.417,0.146,0.254,0.184,medium,medium,early,partial,ignore,2,spread,pandemic|immigration|flood,1,1,true,true,false,false,0.000,0.000
random,1942,1155.0,125,125,0.668,0.006,0.282,0.044,medium,none,never,full,opportunistic,2,spread,pandemic|immigration|flood,10,6,false,true,false,true,0.000,0.000
random,-22,13.0,123,123,0.323,0.173,0.331,0.173,medium,small,never,full,opportunistic,0,spread,flood|immigration|pandemic,8,11,true,true,false,false,0.000,0.000
random,-1877,486.5,77,77,0.277,0.386,0.161,0.176,medium,small,after-flood,none,opportunistic,0,year0,flood|immigration|pandemic,8,1,true,true,false,true,0.000,0.066
random,2175,312.3,75,75,0.472,0.108,0.164,0.256,large,medium,never,none,ignore,4,late,flood|immigration|pandemic,4,7,false,false,true,false,0.000,0.167
random,1775,619.0,112,112,0.430,0.081,0.373,0.116,large,large,never,partial,ignore,4,late,pandemic|immigration|flood,1,5,true,true,true,false,0.000,0.000
random,107,259.5,79,79,0.311,0.121,0.294,0.274,large,none,after-flood,none,opportunistic,1,spread,pandemic|immigration|flood,6,0,false,true,false,true,0.000,0.000
random,405,110.5,73,73,0.285,0.118,0.442,0.156,large,small,never,none,ignore,2,spread,pandemic|flood|immigration,3,2,true,false,false,false,0.000,0.035
random,2196,8.0,125,125,0.519,0.068,0.313,0.100,mixed,medium,after-flood,partial,opportunistic,4,year0,pandemic|immigration|flood,10,3,false,true,false,true,0.000,0.167
random,1765,911.5,101,101,0.514,0.002,0.262,0.221,small,none,after-flood,full,ignore,1,late,pandemic|immigration|flood,1,8,false,true,false,true,0.000,0.000
random,766,79.0,72,72,0.400,0.170,0.302,0.128,large,none,early,none,ignore,3,spread,pandemic|immigration|flood,0,13,false,true,false,false,0.000,0.000
random,177,82.5,99,99,0.347,0.348,0.097,0.208,small,none,after-flood,full,opportunistic,2,year0,pandemic|flood|immigration,10,6,false,true,false,false,0.000,0.000
random,1296,65.5,133,133,0.441,0.117,0.336,0.106,mixed,none,early,full,opportunistic,2,spread,flood|pandemic|immigration,4,4,true,true,false,true,0.000,0.000
random,1616,114.8,144,144,0.348,0.156,0.420,0.077,small,medium,early,partial,opportunistic,1,year0,pandemic|immigration|flood,7,7,true,true,false,true,0.000,0.000
random,-913,186.3,108,108,0.309,0.343,0.279,0.069,mixed,medium,never,partial,opportunistic,0,year0,flood|immigration|pandemic,6,0,false,true,false,true,0.000,0.000
random,228,11.0,114,114,0.327,0.159,0.490,0.024,large,none,early,full,opportunistic,4,spread,pandemic|flood|immigration,5,1,true,true,false,true,0.000,0.000
random,1639,286.3,138,138,0.398,0.101,0.320,0.182,medium,small,after-flood,full,opportunistic,0,late,flood|pandemic|immigration,2,12,false,true,false,true,0.000,0.000
random,1224,157.3,128,128,0.385,0.212,0.255,0.148,mixed,none,never,full,committed,1,year0,immigration|flood|pandemic,10,6,false,true,false,true,0.000,0.000
random,320,16.8,78,78,0.257,0.488,0.254,0.000,large,medium,after-flood,none,ignore,0,late,immigration|flood|pandemic,9,9,false,true,false,false,0.000,0.089
random,-272,78.8,94,94,0.318,0.205,0.249,0.228,large,small,after-flood,partial,ignore,2,year0,flood|pandemic|immigration,1,2,true,true,false,false,0.000,0.000
random,1069,132.0,100,100,0.347,0.186,0.035,0.433,large,none,never,partial,ignore,4,year0,pandemic|flood|immigration,10,10,false,true,false,false,0.000,0.000
random,1580,207.0,114,114,0.260,0.053,0.438,0.249,medium,large,never,partial,opportunistic,1,year0,flood|immigration|pandemic,11,11,false,true,false,true,0.000,0.083
random,913,239.5,108,108,0.361,0.241,0.158,0.240,mixed,small,never,partial,opportunistic,0,year0,immigration|flood|pandemic,5,9,true,true,false,true,0.000,0.027
random,2157,1.8,136,136,0.435,0.088,0.435,0.041,small,small,early,full,opportunistic,4,spread,pandemic|flood|immigration,3,11,true,true,false,true,0.000,0.125
random,-1791,26.3,80,80,0.380,0.336,0.087,0.196,large,medium,after-flood,partial,ignore,2,spread,immigration|flood|pandemic,0,7,true,true,false,false,0.000,0.000
random,193,58.8,98,98,0.442,0.335,0.040,0.183,small,large,never,partial,committed,1,year0,flood|immigration|pandemic,8,1,true,true,false,false,0.000,0.000
random,1493,39.8,137,137,0.347,0.139,0.349,0.165,small,small,after-flood,full,committed,0,spread,pandemic|flood|immigration,6,2,false,true,false,true,0.000,0.118
random,-314,148.8,122,122,0.266,0.306,0.369,0.059,small,medium,after-flood,full,committed,0,year0,flood|immigration|pandemic,7,5,true,true,false,true,0.000,0.137
random,-219,53.3,63,63,0.659,0.234,0.023,0.084,medium,small,after-flood,none,opportunistic,1,spread,flood|pandemic|immigration,3,14,false,true,false,false,0.000,0.000
random,2796,25.0,149,149,0.495,0.276,0.179,0.050,small,medium,early,partial,committed,4,late,immigration|flood|pandemic,9,14,true,true,true,true,0.000,0.000
random,1703,566.5,82,82,0.436,0.026,0.311,0.226,mixed,medium,early,none,ignore,2,year0,flood|pandemic|immigration,6,13,false,true,false,false,0.000,0.167
random,2358,75.5,127,127,0.627,0.161,0.132,0.080,medium,none,early,full,opportunistic,1,late,flood|pandemic|immigration,6,0,false,true,false,true,0.000,0.000
random,1774,388.0,84,84,0.413,0.026,0.341,0.219,large,small,after-flood,none,ignore,0,year0,flood|pandemic|immigration,4,9,false,true,false,true,0.000,0.083
random,816,39.3,76,76,0.577,0.203,0.001,0.219,mixed,large,early,partial,committed,4,year0,immigration|flood|pandemic,2,13,false,true,false,false,0.000,0.000
random,2197,254.8,137,137,0.353,0.200,0.168,0.280,small,medium,never,full,opportunistic,4,late,immigration|pandemic|flood,11,14,false,true,true,true,0.000,0.146
random,-1558,347.8,45,45,0.296,0.347,0.046,0.311,large,none,never,none,opportunistic,3,year0,flood|pandemic|immigration,5,13,false,false,false,false,0.000,0.000
random,1753,774.5,139,139,0.417,0.029,0.338,0.216,mixed,small,after-flood,full,opportunistic,2,spread,pandemic|immigration|flood,7,0,true,true,false,true,0.000,0.208
random,593,162.0,68,68,0.374,0.151,0.252,0.223,mixed,none,never,none,ignore,0,spread,pandemic|immigration|flood,4,10,false,false,false,false,0.000,0.000
random,285,106.3,95,95,0.324,0.262,0.223,0.191,large,large,after-flood,partial,ignore,3,year0,immigration|pandemic|flood,10,4,false,true,false,false,0.000,0.065
random,2160,215.0,129,129,0.413,0.132,0.160,0.296,mixed,small,after-flood,full,ignore,3,late,flood|pandemic|immigration,9,7,true,true,true,false,0.000,0.000
random,2062,640.8,129,129,0.373,0.101,0.286,0.240,large,small,after-flood,full,opportunistic,4,late,flood|immigration|pandemic,3,9,true,true,true,true,0.000,0.056
random,1536,16.3,101,101,0.543,0.200,0.042,0.215,mixed,medium,early,full,ignore,2,year0,pandemic|immigration|flood,10,7,false,true,false,false,0.000,0.000
random,2067,12.8,102,102,0.524,0.095,0.337,0.043,medium,medium,after-flood,full,ignore,2,spread,immigration|pandemic|flood,2,3,true,true,false,false,0.000,0.000
random,-3665,53.5,101,101,0.240,0.358,0.169,0.233,large,large,early,partial,committed,0,spread,flood|immigration|pandemic,8,6,true,true,false,true,0.000,0.000
random,1157,47.5,118,118,0.393,0.185,0.218,0.204,large,large,never,full,committed,4,spread,immigration|pandemic|flood,10,15,false,true,false,true,0.000,0.000
random,1951,439.0,111,111,0.382,0.033,0.421,0.165,medium,none,after-flood,partial,ignore,3,late,pandemic|flood|immigration,6,6,false,true,true,false,0.000,0.000
random,-698,152.8,79,79,0.392,0.199,0.244,0.165,medium,large,early,none,committed,1,spread,immigration|flood|pandemic,1,8,false,true,false,true,0.000,0.000
random,-1807,68.8,109,109,0.277,0.392,0.284,0.048,medium,large,never,full,committed,1,year0,immigration|flood|pandemic,10,13,false,true,false,false,0.000,0.000
random,1516,20.3,131,131,0.374,0.333,0.248,0.045,small,large,early,partial,opportunistic,0,late,flood|immigration|pandemic,2,4,false,true,false,true,0.000,0.000
random,-2126,9.0,92,92,0.400,0.408,0.073,0.119,mixed,small,early,full,opportunistic,0,spread,pandemic|immigration|flood,8,11,true,true,false,false,0.000,0.000
random,2055,269.3,90,90,0.482,0.121,0.180,0.217,large,small,after-flood,none,committed,1,year0,immigration|flood|pandemic,3,3,true,true,false,true,0.000,0.042
random,2113,497.0,125,125,0.487,0.077,0.191,0.245,small,small,after-flood,partial,committed,0,year0,pandemic|flood|immigration,7,8,true,true,false,true,0.000,0.083
random,876,130.5,103,103,0.244,0.311,0.293,0.152,small,small,after-flood,none,committed,2,late,flood|immigration|pandemic,6,5,false,true,false,true,0.000,0.167
random,-83,14.8,82,82,0.573,0.262,0.082,0.084,mixed,none,after-flood,partial,opportunistic,3,spread,pandemic|flood|immigration,11,3,false,true,false,false,0.000,0.000
random,-1673,241.8,104,104,0.228,0.299,0.271,0.201,large,small,early,full,committed,0,year0,immigration|pandemic|flood,2,14,false,true,false,false,0.000,0.000
random,972,3.0,107,107,0.613,0.265,0.090,0.032,small,medium,early,full,opportunistic,0,spread,flood|immigration|pandemic,6,8,false,true,false,false,0.000,0.000
random,-226,380.8,75,75,0.380,0.276,0.143,0.201,large,small,never,none,committed,1,year0,flood|pandemic|immigration,4,15,false,false,false,true,0.000,0.000
random,-4444,150.0,57,57,0.245,0.444,0.086,0.225,large,medium,early,none,committed,1,spread,immigration|flood|pandemic,1,7,true,true,false,false,0.000,0.000
random,-3337,52.5,69,69,0.365,0.457,0.090,0.088,mixed,none,early,none,committed,0,spread,pandemic|immigration|flood,8,14,false,true,false,false,0.000,0.000
random,0,103.8,93,93,0.211,0.398,0.287,0.105,mixed,medium,early,none,committed,2,late,flood|immigration|pandemic,3,1,false,true,false,false,0.000,0.000
random,1716,232.0,122,122,0.585,0.076,0.330,0.009,large,none,never,full,ignore,1,late,immigration|pandemic|flood,6,4,false,true,false,true,0.000,0.000
random,1432,159.5,110,110,0.444,0.078,0.165,0.312,large,medium,after-flood,partial,committed,2,spread,immigration|flood|pandemic,5,5,true,true,false,true,0.000,0.067
random,-587,11.0,83,83,0.547,0.279,0.134,0.040,mixed,medium,never,partial,ignore,1,spread,flood|immigration|pandemic,3,9,true,true,false,false,0.000,0.000
random,1832,442.5,75,75,0.628,0.132,0.114,0.126,large,small,early,none,ignore,1,late,flood|pandemic|immigration,11,7,false,true,false,false,0.000,0.111
random,1986,1135.0,55,55,0.575,0.014,0.103,0.308,medium,small,after-flood,none,committed,3,spread,pandemic|flood|immigration,3,15,false,true,true,false,0.000,0.083
random,-2703,32.5,44,44,0.481,0.424,0.003,0.091,large,none,never,none,ignore,3,spread,pandemic|immigration|flood,11,9,false,false,false,false,0.000,0.000
random,901,0.3,117,117,0.443,0.199,0.311,0.047,medium,none,early,full,committed,4,spread,pandemic|flood|immigration,11,13,false,true,false,true,0.000,0.000
random,2198,902.5,122,122,0.498,0.054,0.269,0.180,small,none,never,partial,committed,2,year0,immigration|pandemic|flood,7,12,true,true,false,true,0.000,0.000
random,2023,1165.8,113,113,0.432,0.023,0.201,0.343,large,small,never,partial,committed,2,year0,immigration|flood|pandemic,10,3,false,true,false,true,0.067,0.083
random,-1164,18.5,106,106,0.341,0.298,0.247,0.114,medium,small,after-flood,partial,committed,1,spread,flood|pandemic|immigration,10,7,false,true,false,true,0.000,0.012
random,-653,13.5,101,101,0.328,0.298,0.091,0.284,small,small,early,full,opportunistic,0,spread,pandemic|flood|immigration,4,3,false,true,false,false,0.000,0.000
random,782,169.0,73,73,0.495,0.186,0.084,0.235,small,small,after-flood,none,opportunistic,0,year0,flood|immigration|pandemic,4,3,true,true,false,false,0.000,0.000
random,244,188.5,69,69,0.256,0.332,0.133,0.279,mixed,large,never,none,opportunistic,2,late,pandemic|flood|immigration,3,14,false,false,false,false,0.000,0.000
random,1568,1177.0,122,122,0.552,0.038,0.251,0.159,small,none,never,partial,opportunistic,0,late,pandemic|flood|immigration,2,14,false,true,false,true,0.000,0.000
random,1206,34.0,117,117,0.203,0.340,0.298,0.160,medium,small,never,full,ignore,3,late,flood|pandemic|immigration,7,3,true,true,true,false,0.000,0.048
random,-1722,13.3,96,96,0.372,0.376,0.211,0.041,medium,large,early,partial,opportunistic,4,spread,flood|pandemic|immigration,2,5,true,true,false,true,0.000,0.000
random,-1550,39.0,76,76,0.386,0.325,0.276,0.012,mixed,large,never,none,opportunistic,2,spread,flood|pandemic|immigration,6,5,false,false,false,true,0.000,0.000
random,2075,9.5,119,119,0.410,0.277,0.271,0.042,small,medium,after-flood,partial,ignore,4,late,immigration|pandemic|flood,2,1,true,true,true,false,0.000,0.250
random,1304,93.0,105,105,0.597,0.144,0.253,0.007,medium,none,after-flood,none,opportunistic,4,year0,flood|pandemic|immigration,0,9,true,true,false,true,0.000,0.000
random,2280,908.0,86,86,0.536,0.071,0.203,0.190,small,none,early,none,committed,3,late,flood|immigration|pandemic,10,8,false,true,true,true,0.000,0.000
random,1039,68.3,122,122,0.516,0.203,0.191,0.089,large,large,after-flood,full,opportunistic,0,year0,immigration|pandemic|flood,0,11,false,true,false,true,0.000,0.000
random,2025,206.3,109,109,0.375,0.216,0.257,0.152,small,medium,early,none,ignore,0,late,flood|pandemic|immigration,7,7,false,true,false,true,0.000,0.111
random,1283,64.5,113,113,0.296,0.392,0.073,0.239,small,large,never,partial,ignore,4,late,pandemic|immigration|flood,6,0,false,true,true,false,0.000,0.000
random,867,64.5,83,83,0.618,0.249,0.034,0.098,small,small,early,none,opportunistic,2,spread,flood|immigration|pandemic,7,11,false,true,false,false,0.000,0.032
random,1958,78.3,110,110,0.403,0.081,0.228,0.288,large,none,after-flood,partial,ignore,4,spread,pandemic|immigration|flood,4,10,true,true,false,false,0.000,0.000
random,1206,829.5,128,128,0.345,0.093,0.264,0.299,mixed,medium,never,partial,opportunistic,0,late,flood|pandemic|immigration,3,6,true,true,false,true,0.000,0.000
random,254,7.3,94,94,0.431,0.249,0.319,0.002,small,none,early,none,committed,4,spread,flood|immigration|pandemic,5,2,false,false,false,true,0.000,0.000
random,877,350.5,83,83,0.365,0.150,0.212,0.272,medium,none,early,none,committed,0,year0,flood|pandemic|immigration,9,12,false,true,false,true,0.000,0.000
random,-1542,107.0,93,93,0.328,0.290,0.139,0.244,large,none,never,partial,committed,2,spread,flood|pandemic|immigration,6,0,false,true,false,true,0.000,0.000
random,630,10.0,117,117,0.437,0.281,0.164,0.118,medium,small,early,partial,committed,0,late,immigration|pandemic|flood,10,4,false,true,false,true,0.000,0.017
random,991,48.5,113,113,0.440,0.281,0.146,0.132,small,medium,never,full,ignore,0,year0,immigration|pandemic|flood,2,7,false,true,false,false,0.000,0.000
random,-1059,65.3,81,81,0.359,0.326,0.265,0.050,mixed,small,never,none,opportunistic,3,spread,pandemic|immigration|flood,0,9,true,false,false,true,0.000,0.000
random,1369,692.0,97,97,0.519,0.020,0.206,0.256,large,small,after-flood,partial,ignore,0,year0,flood|pandemic|immigration,3,5,true,true,false,false,0.200,0.083
random,1461,122.5,53,53,0.506,0.349,0.002,0.144,large,large,never,none,opportunistic,4,late,pandemic|flood|immigration,4,1,false,false,true,false,0.000,0.000
random,-124,11.8,78,78,0.576,0.312,0.021,0.090,mixed,small,never,partial,opportunistic,4,spread,flood|pandemic|immigration,5,10,true,true,false,false,0.000,0.000
random,-903,4.8,123,123,0.299,0.468,0.231,0.002,small,medium,after-flood,full,opportunistic,3,spread,pandemic|immigration|flood,5,3,true,true,false,true,0.000,0.014
random,-3006,76.8,55,55,0.345,0.455,0.011,0.189,mixed,medium,never,none,ignore,2,spread,immigration|flood|pandemic,11,11,false,false,false,false,0.000,0.000
random,2291,133.3,116,116,0.563,0.071,0.333,0.034,medium,none,after-flood,partial,opportunistic,4,spread,flood|immigration|pandemic,1,6,true,true,false,true,0.000,0.000
random,-149,232.8,104,104,0.171,0.212,0.375,0.242,medium,small,never,none,opportunistic,0,late,pandemic|flood|immigration,11,8,false,false,false,true,0.000,0.042
