label,finalScore,finalCash,buildingsPlaced,tilesUsed,serviceShare,housingShare,commercialShare,cashReserve,housingSizeBias,industryAppetite,damPolicy,drainagePolicy,olympicsIntent,slumUpgrades,expansionTiming,twistOrder,treasureTile,treasureHit,preparedFlood,pandemicMet,olympicsQualified,industryPowerShare,industryWaterShare
random,212,329.5,117,117,0.199,0.239,0.304,0.258,mixed,large,early,full,opportunistic,4,year0,immigration|pandemic|flood,1,1,false,true,false,true,0.000,0.090
random,-285,516.8,86,86,0.228,0.103,0.463,0.205,large,large,after-flood,none,committed,3,spread,flood|pandemic|immigration,1,3,true,true,false,false,0.000,0.000
random,1801,149.8,137,137,0.405,0.133,0.278,0.183,mixed,medium,after-flood,partial,committed,0,year0,pandemic|flood|immigration,0,8,true,true,false,true,0.000,0.157
random,-819,474.3,82,82,0.154,0.256,0.379,0.211,small,large,never,none,ignore,2,year0,immigration|pandemic|flood,11,10,false,false,false,false,0.000,0.000
random,-681,15.3,88,88,0.361,0.375,0.128,0.136,medium,medium,early,partial,committed,4,spread,flood|pandemic|immigration,0,14,false,true,false,false,0.000,0.000
random,960,5.0,90,90,0.484,0.155,0.160,0.200,medium,large,early,full,ignore,3,spread,flood|immigration|pandemic,3,6,true,true,false,false,0.000,0.000
random,1479,80.0,111,111,0.250,0.472,0.030,0.247,small,medium,early,full,ignore,4,late,flood|immigration|pandemic,8,11,true,true,true,false,0.000,0.000
random,1733,71.5,111,111,0.355,0.202,0.243,0.199,medium,none,after-flood,full,ignore,2,late,flood|immigration|pandemic,5,15,false,true,false,false,0.000,0.000
random,-1574,9.8,101,101,0.288,0.334,0.160,0.218,medium,none,after-flood,full,committed,4,spread,flood|immigration|pandemic,5,10,true,true,false,false,0.000,0.000
random,-528,106.3,74,74,0.400,0.254,0.192,0.155,mixed,large,early,none,ignore,0,spread,pandemic|immigration|flood,6,1,false,true,false,false,0.000,0.012
random,-942,8.0,86,86,0.413,0.332,0.121,0.134,medium,none,early,full,opportunistic,4,spread,flood|pandemic|immigration,7,11,true,true,false,false,0.000,0.000
random,1972,55.3,142,142,0.387,0.176,0.400,0.037,large,small,never,partial,opportunistic,4,late,immigration|flood|pandemic,0,14,true,true,true,true,0.000,0.200
random,2653,72.8,133,133,0.429,0.098,0.342,0.130,large,large,never,partial,opportunistic,4,late,immigration|flood|pandemic,3,8,true,true,true,true,0.000,0.167
random,895,56.8,104,104,0.384,0.264,0.184,0.168,small,small,early,full,ignore,0,year0,immigration|flood|pandemic,4,12,false,true,false,false,0.000,0.000
random,-375,86.8,100,100,0.246,0.261,0.398,0.094,small,small,never,none,committed,3,spread,immigration|flood|pandemic,2,12,false,false,false,true,0.000,0.061
random,1818,69.8,101,101,0.478,0.178,0.297,0.047,mixed,none,after-flood,none,committed,4,late,flood|pandemic|immigration,8,5,true,true,false,true,0.000,0.000
random,1674,284.8,122,122,0.320,0.229,0.119,0.332,small,large,early,full,opportunistic,2,late,immigration|flood|pandemic,5,8,true,true,false,true,0.000,0.000
random,1093,373.3,98,98,0.208,0.141,0.357,0.295,large,large,early,none,committed,1,late,flood|pandemic|immigration,2,4,false,true,false,true,0.000,0.000
random,622,255.5,75,75,0.258,0.124,0.379,0.238,large,small,never,none,ignore,2,year0,flood|pandemic|immigration,1,13,true,false,false,false,0.000,0.042
random,-586,221.3,105,105,0.279,0.193,0.287,0.241,small,medium,never,none,committed,0,spread,pandemic|immigration|flood,6,15,false,false,false,true,0.000,0.099
random,1904,84.8,82,82,0.488,0.225,0.199,0.087,mixed,none,after-flood,none,ignore,3,late,pandemic|immigration|flood,0,5,true,true,true,false,0.000,0.000
random,44,1.5,112,112,0.503,0.242,0.226,0.029,large,small,after-flood,full,committed,3,spread,flood|immigration|pandemic,3,15,false,true,false,true,0.000,0.022
random,2270,310.3,108,108,0.404,0.102,0.294,0.200,small,small,never,none,committed,4,late,pandemic|flood|immigration,1,2,true,false,true,true,0.000,0.125
random,1851,130.5,125,125,0.406,0.227,0.190,0.178,mixed,large,early,full,opportunistic,2,late,immigration|pandemic|flood,5,4,true,true,false,true,0.000,0.000
random,663,125.8,100,100,0.313,0.296,0.092,0.300,small,large,early,full,ignore,4,year0,flood|immigration|pandemic,1,15,false,true,false,false,0.000,0.000
random,338,71.0,128,128,0.222,0.343,0.302,0.134,medium,small,early,partial,committed,1,late,immigration|pandemic|flood,1,15,false,true,false,true,0.000,0.059
random,848,333.0,71,71,0.398,0.229,0.155,0.219,large,small,early,none,opportunistic,4,year0,immigration|pandemic|flood,9,15,false,true,false,true,0.000,0.000
random,1726,622.5,105,105,0.360,0.061,0.108,0.472,small,large,early,full,opportunistic,2,late,flood|immigration|pandemic,5,1,true,true,false,false,0.000,0.000
random,2216,1336.0,115,115,0.528,0.020,0.213,0.239,medium,medium,never,full,opportunistic,3,late,pandemic|flood|immigration,6,4,false,true,true,true,0.000,0.083
random,1478,471.5,108,108,0.527,0.023,0.334,0.116,mixed,large,after-flood,full,ignore,0,year0,immigration|flood|pandemic,3,0,true,true,false,false,0.000,0.000
random,347,112.8,107,107,0.363,0.179,0.193,0.265,medium,none,after-flood,partial,committed,2,spread,pandemic|flood|immigration,6,10,false,true,false,true,0.000,0.000
random,969,199.0,77,77,0.186,0.201,0.432,0.181,mixed,small,never,none,ignore,2,late,flood|pandemic|immigration,11,15,false,false,false,false,0.000,0.000
random,1648,578.8,131,131,0.388,0.082,0.303,0.227,large,none,early,partial,committed,1,late,flood|immigration|pandemic,5,6,true,true,false,true,0.000,0.000
random,138,290.5,107,107,0.295,0.127,0.454,0.125,mixed,small,after-flood,none,committed,3,spread,pandemic|flood|immigration,4,0,true,true,false,false,0.000,0.000
random,2291,134.8,131,131,0.372,0.152,0.242,0.234,medium,none,never,full,committed,3,late,pandemic|flood|immigration,3,2,true,true,false,true,0.000,0.000
random,175,77.3,77,77,0.447,0.214,0.292,0.047,large,large,early,none,opportunistic,4,spread,immigration|pandemic|flood,4,8,false,true,false,true,0.000,0.000
random,107,111.3,95,95,0.319,0.327,0.250,0.104,mixed,small,never,partial,ignore,1,year0,pandemic|flood|immigration,3,8,true,true,false,false,0.000,0.018
random,2040,57.3,66,66,0.799,0.067,0.022,0.113,mixed,medium,early,none,committed,3,spread,pandemic|immigration|flood,7,10,true,true,false,false,0.000,0.000
random,2380,712.5,79,79,0.572,0.028,0.165,0.235,medium,medium,early,none,opportunistic,3,spread,flood|immigration|pandemic,4,8,true,true,false,true,0.000,0.000
random,-659,43.8,72,72,0.585,0.345,0.024,0.046,large,medium,after-flood,partial,committed,1,year0,pandemic|flood|immigration,8,10,true,true,false,false,0.000,0.000
random,1096,220.5,95,95,0.413,0.163,0.218,0.206,mixed,none,after-flood,none,committed,0,late,pandemic|immigration|flood,5,3,true,true,false,true,0.000,0.000
random,-652,169.8,83,83,0.261,0.304,0.187,0.248,large,small,early,partial,ignore,3,year0,flood|pandemic|immigration,11,2,false,true,false,false,0.000,0.029
random,1554,661.5,127,127,0.546,0.051,0.369,0.034,mixed,medium,after-flood,full,committed,0,year0,flood|pandemic|immigration,5,8,true,true,false,true,0.000,0.223
random,1723,271.0,155,155,0.283,0.116,0.564,0.037,small,none,never,full,opportunistic,1,late,flood|immigration|pandemic,1,15,false,true,false,true,0.000,0.000
random,281,37.0,107,107,0.313,0.301,0.171,0.215,small,medium,early,full,ignore,1,spread,pandemic|flood|immigration,2,8,true,true,false,false,0.000,0.000
random,-370,3.0,108,108,0.480,0.369,0.065,0.085,small,large,never,partial,ignore,0,spread,immigration|flood|pandemic,9,5,false,true,false,false,0.000,0.000
random,718,60.0,86,86,0.349,0.452,0.160,0.039,large,small,after-flood,none,opportunistic,4,late,immigration|flood|pandemic,5,6,true,true,false,true,0.000,0.056
random,1539,645.8,130,130,0.344,0.025,0.458,0.174,small,large,never,full,committed,0,year0,flood|pandemic|immigration,6,7,false,true,false,true,0.000,0.302
random,-3065,79.0,70,70,0.244,0.339,0.291,0.127,medium,small,after-flood,none,ignore,4,spread,immigration|flood|pandemic,4,1,true,true,false,false,0.000,0.000
random,710,141.5,71,71,0.535,0.269,0.142,0.055,small,small,never,none,ignore,3,year0,flood|pandemic|immigration,7,9,true,false,false,false,0.000,0.000
random,1919,690.5,119,119,0.504,0.033,0.287,0.176,large,none,early,partial,opportunistic,2,spread,pandemic|flood|immigration,3,2,true,true,false,true,0.000,0.000
random,129,163.0,67,67,0.540,0.277,0.078,0.105,medium,none,early,none,ignore,1,year0,pandemic|immigration|flood,5,13,false,true,false,false,0.000,0.000
random,1309,46.0,94,94,0.549,0.260,0.136,0.055,small,none,early,none,committed,3,spread,immigration|pandemic|flood,0,3,true,true,false,true,0.000,0.000
random,253,73.3,99,99,0.322,0.424,0.190,0.064,small,none,after-flood,none,opportunistic,0,late,immigration|pandemic|flood,0,10,false,true,false,true,0.000,0.000
random,942,2.3,121,121,0.424,0.213,0.174,0.189,medium,medium,never,partial,committed,2,spread,flood|immigration|pandemic,6,15,false,true,false,true,0.000,0.000
random,1307,216.0,75,75,0.361,0.181,0.260,0.197,small,large,early,none,ignore,4,year0,flood|immigration|pandemic,6,5,false,true,false,false,0.000,0.000
random,384,89.3,103,103,0.290,0.322,0.284,0.104,large,none,after-flood,none,committed,1,late,immigration|flood|pandemic,10,14,false,true,false,true,0.000,0.000
random,-272,364.0,125,125,0.247,0.193,0.272,0.288,medium,small,never,partial,committed,2,year0,immigration|flood|pandemic,0,6,true,true,false,true,0.000,0.000
random,1419,295.8,116,116,0.186,0.149,0.400,0.264,mixed,none,after-flood,none,committed,3,late,immigration|flood|pandemic,1,1,false,true,false,true,0.000,0.000
random,1843,499.5,119,119,0.493,0.059,0.353,0.095,mixed,large,after-flood,full,opportunistic,1,year0,pandemic|flood|immigration,3,3,true,true,false,true,0.000,0.265
random,6,212.5,60,60,0.365,0.187,0.074,0.374,mixed,medium,after-flood,none,ignore,3,spread,flood|immigration|pandemic,3,14,false,true,false,false,0.000,0.000
random,1170,110.5,130,130,0.426,0.209,0.310,0.055,medium,medium,never,full,opportunistic,0,year0,immigration|flood|pandemic,10,8,false,true,false,true,0.000,0.044
random,-76,12.3,106,106,0.543,0.204,0.118,0.135,large,none,never,full,committed,1,spread,flood|pandemic|immigration,7,14,false,true,false,true,0.000,0.000
random,1507,40.0,110,110,0.526,0.151,0.107,0.216,large,none,early,full,committed,0,late,immigration|flood|pandemic,0,11,true,true,false,false,0.000,0.000
random,771,120.3,148,148,0.268,0.250,0.385,0.097,mixed,none,early,partial,committed,1,late,pandemic|immigration|flood,0,12,true,true,false,true,0.000,0.000
random,727,151.3,101,101,0.219,0.167,0.409,0.206,small,small,after-flood,partial,ignore,0,year0,immigration|pandemic|flood,7,8,true,true,false,false,0.000,0.000
random,1622,56.3,105,105,0.437,0.255,0.059,0.249,medium,large,early,full,opportunistic,4,late,flood|immigration|pandemic,9,1,true,true,true,false,0.000,0.000
random,385,144.0,110,110,0.327,0.177,0.125,0.370,mixed,small,early,partial,committed,0,spread,immigration|pandemic|flood,3,1,true,true,false,true,0.000,0.000
random,2080,2.8,109,109,0.461,0.230,0.105,0.203,mixed,large,early,full,committed,4,late,immigration|pandemic|flood,2,10,false,true,true,false,0.000,0.000
random,1178,75.0,75,75,0.451,0.319,0.198,0.032,large,medium,early,none,ignore,0,late,immigration|flood|pandemic,7,0,true,true,false,false,0.000,0.000
random,889,85.8,89,89,0.317,0.284,0.315,0.084,medium,large,never,none,opportunistic,0,late,flood|immigration|pandemic,10,11,false,false,false,true,0.000,0.000
random,-1283,376.5,62,62,0.226,0.446,0.107,0.221,small,none,after-flood,none,ignore,0,year0,flood|immigration|pandemic,10,1,false,true,false,false,0.000,0.000
random,651,173.8,142,142,0.243,0.098,0.431,0.228,medium,none,never,full,opportunistic,2,spread,immigration|pandemic|flood,5,5,true,true,false,true,0.000,0.000
random,1731,57.5,133,133,0.401,0.170,0.294,0.135,small,small,after-flood,partial,opportunistic,3,spread,pandemic|flood|immigration,11,4,false,true,false,true,0.000,0.037
random,2109,84.8,105,105,0.487,0.227,0.058,0.228,large,medium,never,full,opportunistic,4,late,pandemic|flood|immigration,8,2,true,true,true,false,0.000,0.000
random,2075,170.5,112,112,0.453,0.068,0.232,0.248,small,medium,never,partial,ignore,2,year0,immigration|pandemic|flood,6,11,false,true,false,false,0.000,0.000
random,1685,18.8,110,110,0.498,0.342,0.141,0.019,large,small,after-flood,full,ignore,2,late,flood|pandemic|immigration,6,13,false,true,false,false,0.000,0.000
random,-858,178.5,63,63,0.440,0.345,0.177,0.038,large,none,early,none,ignore,0,year0,flood|pandemic|immigration,1,11,false,true,false,false,0.000,0.000
random,-486,190.0,59,59,0.256,0.397,0.004,0.343,mixed,medium,never,none,opportunistic,0,late,pandemic|flood|immigration,6,4,false,false,false,false,0.000,0.000
random,1876,333.8,114,114,0.397,0.038,0.389,0.177,medium,large,never,full,committed,3,spread,pandemic|flood|immigration,8,10,true,true,false,true,0.000,0.233
random,-625,63.0,75,75,0.435,0.322,0.188,0.055,large,medium,early,none,committed,3,spread,flood|pandemic|immigration,11,10,false,true,false,true,0.000,0.000
random,1658,467.0,106,106,0.563,0.066,0.334,0.036,mixed,small,after-flood,partial,ignore,2,late,flood|immigration|pandemic,8,2,true,true,false,false,0.000,0.083
random,-1679,131.0,81,81,0.338,0.268,0.269,0.126,large,small,never,none,committed,1,spread,pandemic|flood|immigration,7,0,false,false,false,true,0.000,0.000
random,1134,83.0,89,89,0.331,0.128,0.278,0.263,large,none,after-flood,partial,ignore,1,year0,immigration|flood|pandemic,1,4,true,true,false,false,0.000,0.000
random,1461,1334.5,91,91,0.687,0.020,0.182,0.111,small,small,never,partial,ignore,0,late,immigration|pandemic|flood,0,12,true,true,false,true,0.133,0.083
random,1780,7.3,93,93,0.524,0.062,0.322,0.092,medium,large,never,partial,ignore,0,year0,flood|pandemic|immigration,1,12,true,true,false,false,0.000,0.146
random,1221,223.3,84,84,0.258,0.137,0.376,0.229,small,medium,after-flood,none,ignore,1,late,immigration|pandemic|flood,10,7,false,true,false,false,0.000,0.194
random,885,214.5,63,63,0.388,0.282,0.024,0.305,large,medium,after-flood,none,opportunistic,1,late,flood|immigration|pandemic,10,4,false,true,false,false,0.000,0.000
random,1317,157.5,141,141,0.225,0.320,0.271,0.183,small,none,never,full,opportunistic,1,late,pandemic|flood|immigration,1,12,true,true,false,true,0.000,0.000
random,472,54.5,98,98,0.254,0.362,0.101,0.283,medium,small,after-flood,partial,opportunistic,3,late,flood|pandemic|immigration,0,2,true,true,true,false,0.000,0.074
random,-2872,102.5,90,90,0.183,0.324,0.329,0.165,medium,large,never,none,committed,3,spread,pandemic|flood|immigration,2,2,true,false,false,false,0.000,0.000
random,-528,146.5,62,62,0.353,0.218,0.229,0.200,large,small,never,none,ignore,1,spread,immigration|pandemic|flood,8,2,false,false,false,false,0.000,0.000
random,1569,82.8,79,79,0.347,0.305,0.223,0.125,medium,none,after-flood,none,ignore,2,late,immigration|flood|pandemic,4,7,false,true,false,false,0.000,0.000
random,2001,45.5,105,105,0.598,0.068,0.095,0.239,mixed,medium,early,partial,committed,2,spread,immigration|pandemic|flood,1,5,true,true,false,false,0.000,0.000
random,2136,725.5,130,130,0.392,0.003,0.576,0.028,medium,medium,after-flood,none,committed,4,year0,pandemic|immigration|flood,5,14,false,true,true,true,0.000,0.042
random,-1413,517.5,80,80,0.228,0.268,0.271,0.233,medium,large,after-flood,none,committed,0,year0,flood|immigration|pandemic,10,14,false,true,false,false,0.000,0.000
random,1551,30.3,100,100,0.407,0.299,0.287,0.007,mixed,large,early,none,committed,3,late,immigration|flood|pandemic,10,1,false,true,true,true,0.000,0.042
random,-908,43.8,86,86,0.418,0.282,0.083,0.218,medium,none,after-flood,partial,opportunistic,1,spread,pandemic|immigration|flood,10,10,false,true,false,false,0.000,0.000
random,1747,654.0,119,119,0.430,0.062,0.409,0.100,mixed,large,early,partial,ignore,3,late,flood|pandemic|immigration,8,11,true,true,true,false,0.000,0.000
random,-4087,32.3,59,59,0.384,0.546,0.011,0.059,medium,medium,early,none,opportunistic,0,spread,pandemic|flood|immigration,4,12,false,true,false,false,0.000,0.000
random,1105,235.5,79,79,0.324,0.140,0.284,0.252,medium,none,after-flood,none,ignore,0,year0,pandemic|flood|immigration,5,12,true,true,false,false,0.000,0.000
random,-956,327.0,72,72,0.312,0.365,0.304,0.019,medium,large,early,none,opportunistic,2,year0,immigration|pandemic|flood,5,4,true,false,false,true,0.000,0.000
random,-672,464.8,98,98,0.241,0.307,0.155,0.297,large,medium,after-flood,partial,committed,3,year0,pandemic|immigration|flood,0,14,true,true,false,true,0.000,0.000
random,-1138,124.0,110,110,0.294,0.272,0.169,0.265,mixed,medium,early,partial,committed,1,spread,flood|pandemic|immigration,11,12,false,true,false,true,0.000,0.000
random,-1292,218.0,94,94,0.271,0.257,0.378,0.094,large,medium,never,none,opportunistic,0,year0,immigration|pandemic|flood,11,4,false,false,false,false,0.000,0.000
random,1617,741.5,141,141,0.461,0.081,0.345,0.113,mixed,none,never,partial,opportunistic,1,late,pandemic|immigration|flood,4,5,true,true,false,true,0.000,0.000
random,978,73.8,165,165,0.260,0.199,0.450,0.091,mixed,small,after-flood,full,opportunistic,0,late,pandemic|immigration|flood,6,4,true,true,false,true,0.000,0.028
random,750,7.5,113,113,0.386,0.458,0.085,0.070,medium,none,early,full,committed,3,late,pandemic|flood|immigration,5,11,false,true,true,false,0.000,0.000
random,1830,16.3,133,133,0.371,0.339,0.270,0.020,medium,none,early,partial,committed,4,late,flood|immigration|pandemic,6,10,false,true,true,true,0.000,0.000
random,971,120.0,131,131,0.409,0.307,0.234,0.049,small,small,never,partial,committed,2,year0,pandemic|flood|immigration,10,6,false,true,false,true,0.000,0.083
random,1052,152.8,75,75,0.354,0.367,0.075,0.204,medium,none,never,none,ignore,2,late,flood|immigration|pandemic,0,7,true,false,false,false,0.000,0.000
random,931,63.8,91,91,0.420,0.252,0.213,0.115,medium,large,after-flood,partial,ignore,4,year0,immigration|flood|pandemic,5,2,false,true,false,false,0.000,0.000
random,258,61.8,101,101,0.341,0.219,0.277,0.163,medium,large,early,full,ignore,0,year0,pandemic|flood|immigration,0,2,true,true,false,false,0.000,0.000
random,1749,85.5,104,104,0.354,0.355,0.192,0.098,small,none,after-flood,none,committed,3,late,flood|pandemic|immigration,11,10,false,true,false,true,0.000,0.000
random,1617,55.5,122,122,0.496,0.229,0.222,0.053,mixed,small,never,partial,ignore,1,late,pandemic|immigration|flood,9,3,true,true,false,false,0.000,0.000
random,574,90.5,125,125,0.319,0.307,0.249,0.125,medium,medium,after-flood,full,committed,0,late,pandemic|immigration|flood,10,9,false,true,false,true,0.000,0.194
random,1877,64.8,70,70,0.759,0.091,0.084,0.066,mixed,small,after-flood,none,opportunistic,3,spread,pandemic|flood|immigration,9,13,false,true,false,false,0.000,0.000
random,1535,115.3,90,90,0.511,0.181,0.236,0.072,large,large,after-flood,none,committed,1,late,pandemic|flood|immigration,3,1,true,true,false,true,0.000,0.100
random,-1797,65.8,53,53,0.452,0.352,0.016,0.180,medium,small,never,none,opportunistic,3,spread,pandemic|flood|immigration,2,12,false,false,false,false,0.000,0.000
random,1600,1011.0,111,111,0.406,0.053,0.403,0.139,mixed,large,after-flood,none,committed,1,late,immigration|pandemic|flood,11,8,false,true,false,true,0.000,0.000
random,1421,35.5,125,125,0.405,0.127,0.262,0.206,small,small,early,partial,committed,1,spread,flood|pandemic|immigration,7,5,true,true,false,true,0.000,0.042
random,1799,9.0,96,96,0.474,0.149,0.183,0.194,medium,small,never,partial,ignore,3,spread,immigration|flood|pandemic,5,2,false,true,false,false,0.000,0.032
random,427,46.8,120,120,0.429,0.166,0.342,0.063,medium,large,never,partial,opportunistic,2,spread,flood|pandemic|immigration,10,1,false,true,false,true,0.000,0.016
random,2469,199.5,88,88,0.465,0.155,0.212,0.169,large,small,early,none,ignore,3,late,immigration|flood|pandemic,5,12,true,true,true,false,0.000,0.083
random,1416,35.8,119,119,0.352,0.236,0.248,0.163,large,small,never,full,ignore,2,late,pandemic|immigration|flood,2,2,true,true,false,false,0.000,0.051
random,-84,39.3,130,130,0.228,0.418,0.292,0.061,mixed,none,never,full,opportunistic,0,late,immigration|pandemic|flood,3,4,true,true,false,true,0.000,0.000
random,1799,787.0,70,70,0.719,0.077,0.183,0.021,small,large,after-flood,none,ignore,1,late,immigration|pandemic|flood,11,0,false,true,false,false,0.000,0.000
random,641,116.0,64,64,0.615,0.240,0.089,0.057,medium,large,after-flood,none,committed,2,year0,immigration|flood|pandemic,10,7,false,true,false,false,0.000,0.000
random,604,180.5,78,78,0.279,0.314,0.146,0.261,large,none,early,none,ignore,3,late,immigration|pandemic|flood,2,3,true,true,true,false,0.000,0.000
random,1568,960.0,69,69,0.719,0.003,0.260,0.019,large,medium,early,none,ignore,1,late,immigration|flood|pandemic,3,2,true,true,false,false,0.133,0.125
random,1929,1281.0,105,105,0.562,0.002,0.163,0.273,medium,small,early,full,opportunistic,2,spread,pandemic|flood|immigration,9,11,true,true,false,true,0.067,0.083
random,1256,100.5,85,85,0.365,0.197,0.249,0.188,small,small,after-flood,partial,ignore,3,year0,flood|immigration|pandemic,4,12,false,true,false,false,0.000,0.000
random,-3325,8.0,107,107,0.226,0.430,0.260,0.084,large,medium,early,full,committed,4,spread,pandemic|flood|immigration,7,4,true,true,false,false,0.000,0.000
random,2080,113.8,103,103,0.515,0.039,0.202,0.243,large,small,early,full,ignore,3,year0,flood|immigration|pandemic,11,15,false,true,false,false,0.000,0.000
random,1942,10.3,138,138,0.419,0.158,0.336,0.087,small,medium,after-flood,full,opportunistic,1,spread,pandemic|immigration|flood,9,0,true,true,false,true,0.000,0.125
random,921,120.3,103,103,0.340,0.289,0.288,0.082,small,small,never,partial,ignore,2,year0,immigration|flood|pandemic,7,2,true,true,false,false,0.000,0.000
random,565,10.3,81,81,0.491,0.224,0.055,0.230,large,small,early,partial,committed,3,year0,immigration|flood|pandemic,2,4,false,true,false,false,0.000,0.000
random,728,97.5,82,82,0.455,0.195,0.263,0.086,large,medium,early,none,opportunistic,4,spread,immigration|flood|pandemic,1,0,true,true,false,true,0.000,0.000
random,1645,305.5,121,121,0.309,0.062,0.491,0.138,medium,none,early,partial,ignore,1,late,immigration|flood|pandemic,10,6,false,true,false,true,0.000,0.000
random,1629,485.0,117,117,0.394,0.101,0.313,0.192,large,none,never,full,ignore,1,late,flood|immigration|pandemic,4,2,true,true,false,true,0.000,0.000
random,491,14.0,98,98,0.433,0.209,0.094,0.263,small,medium,early,partial,committed,1,spread,pandemic|flood|immigration,9,13,true,true,false,false,0.000,0.000
random,822,57.3,108,108,0.348,0.451,0.185,0.016,small,medium,never,none,opportunistic,0,late,pandemic|flood|immigration,0,12,true,false,false,true,0.000,0.000
random,-430,317.0,90,90,0.231,0.339,0.270,0.160,small,none,never,none,ignore,3,year0,pandemic|immigration|flood,3,7,true,false,false,false,0.000,0.000
random,1504,123.8,75,75,0.415,0.117,0.318,0.150,small,small,after-flood,none,ignore,4,spread,flood|pandemic|immigration,3,15,false,true,false,false,0.000,0.000
random,752,55.3,95,95,0.408,0.265,0.105,0.221,mixed,large,after-flood,partial,committed,0,late,immigration|flood|pandemic,8,8,true,true,false,false,0.000,0.000
random,1556,125.0,78,78,0.276,0.126,0.470,0.128,medium,small,early,none,ignore,4,late,flood|immigration|pandemic,0,11,false,true,false,false,0.000,0.111
random,2384,10.8,125,125,0.552,0.119,0.261,0.068,medium,large,never,full,committed,1,spread,pandemic|flood|immigration,0,14,true,true,false,true,0.000,0.000
random,-1105,30.5,118,118,0.259,0.514,0.171,0.055,small,small,after-flood,partial,opportunistic,3,spread,flood|pandemic|immigration,0,12,true,true,false,true,0.000,0.000
random,1387,261.5,75,75,0.457,0.205,0.160,0.178,mixed,none,early,none,committed,2,year0,flood|pandemic|immigration,10,4,false,true,false,true,0.000,0.000
random,-2570,16.8,92,92,0.382,0.445,0.123,0.049,mixed,small,early,full,committed,0,spread,immigration|pandemic|flood,1,3,true,true,false,false,0.000,0.000
random,29,22.5,92,92,0.380,0.227,0.111,0.282,large,small,after-flood,partial,ignore,3,spread,immigration|pandemic|flood,4,2,true,true,false,false,0.000,0.000
random,-40,253.0,66,66,0.335,0.320,0.152,0.193,large,none,after-flood,none,ignore,2,year0,pandemic|immigration|flood,4,14,false,true,false,false,0.000,0.000
random,1135,7.5,107,107,0.337,0.314,0.267,0.081,large,small,never,partial,ignore,1,late,flood|pandemic|immigration,6,0,false,true,false,false,0.000,0.000
random,-1356,6.8,112,112,0.230,0.233,0.458,0.079,medium,none,after-flood,full,opportunistic,4,spread,flood|immigration|pandemic,9,10,true,true,false,false,0.000,0.000
random,-878,109.0,110,110,0.303,0.178,0.296,0.223,mixed,small,never,partial,opportunistic,0,spread,immigration|pandemic|flood,5,9,true,true,false,false,0.000,0.000
random,177,233.3,68,68,0.228,0.113,0.390,0.269,mixed,none,never,none,ignore,4,spread,immigration|flood|pandemic,3,15,false,false,false,false,0.000,0.000
random,-700,3.0,91,91,0.466,0.355,0.089,0.090,mixed,none,never,partial,committed,3,spread,immigration|pandemic|flood,5,10,true,true,false,false,0.000,0.000
random,-3102,63.3,84,84,0.198,0.353,0.412,0.037,medium,large,never,none,committed,2,spread,immigration|pandemic|flood,4,11,true,false,false,true,0.000,0.000
random,-232,166.3,92,92,0.291,0.253,0.148,0.308,mixed,large,early,partial,ignore,0,year0,flood|pandemic|immigration,6,15,false,true,false,false,0.000,0.000
random,-1350,414.8,71,71,0.348,0.361,0.140,0.150,medium,medium,never,none,opportunistic,0,year0,flood|pandemic|immigration,4,9,true,false,false,true,0.000,0.000
random,1996,38.3,94,94,0.581,0.056,0.077,0.286,medium,medium,after-flood,full,committed,2,year0,flood|immigration|pandemic,9,9,false,true,false,false,0.000,0.000
random,114,77.0,98,98,0.521,0.413,0.048,0.018,small,medium,never,full,ignore,2,year0,immigration|flood|pandemic,7,7,true,true,false,false,0.000,0.000
random,-188,369.3,98,98,0.228,0.272,0.276,0.224,medium,large,early,partial,opportunistic,3,year0,flood|pandemic|immigration,0,15,true,true,false,true,0.000,0.000
random,-556,116.3,95,95,0.299,0.513,0.006,0.182,small,none,after-flood,full,committed,2,year0,pandemic|immigration|flood,11,5,false,true,false,false,0.000,0.000
random,-297,110.3,103,103,0.475,0.318,0.196,0.010,large,none,never,partial,opportunistic,1,year0,flood|immigration|pandemic,9,12,false,true,false,true,0.000,0.000
random,587,141.0,68,68,0.260,0.215,0.308,0.216,small,medium,after-flood,none,ignore,0,late,flood|immigration|pandemic,3,0,false,true,false,false,0.000,0.000
random,-206,293.3,92,92,0.260,0.150,0.250,0.340,small,medium,early,none,committed,1,spread,pandemic|immigration|flood,5,2,false,true,false,true,0.000,0.000
random,1524,122.0,138,138,0.445,0.252,0.248,0.055,small,none,after-flood,partial,opportunistic,3,year0,immigration|flood|pandemic,8,9,true,true,false,true,0.000,0.000
random,1426,1426.0,51,51,0.439,0.017,0.094,0.450,large,medium,after-flood,none,ignore,0,spread,immigration|flood|pandemic,3,12,false,true,false,false,0.200,0.167
random,1488,769.0,159,159,0.445,0.091,0.433,0.031,small,none,after-flood,full,opportunistic,1,late,immigration|flood|pandemic,4,3,true,true,false,true,0.000,0.000
random,-1394,146.3,91,91,0.256,0.327,0.251,0.165,large,none,early,partial,ignore,2,year0,pandemic|flood|immigration,4,9,true,true,false,false,0.000,0.000
random,-149,256.8,81,81,0.362,0.329,0.122,0.187,small,medium,never,none,committed,3,year0,immigration|flood|pandemic,6,0,false,false,false,false,0.000,0.000
random,1782,40.0,105,105,0.476,0.243,0.035,0.246,medium,large,after-flood,partial,opportunistic,3,late,immigration|flood|pandemic,0,0,true,true,true,false,0.000,0.000
